CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
390,4,12,16,17,28,32,9,700000000,1/9/91
389,7,14,18,23,32,39,37,700000000,28/08/1991
388,6,11,16,24,35,37,36,500000000,25/08/1991
387,1,14,15,20,23,24,29,500000000,21/08/1991
386,7,8,20,24,32,39,11,500000000,18/08/1991
385,5,6,7,13,14,31,37,700000000,14/08/1991
384,1,3,7,15,23,33,13,500000000,11/8/91
383,1,11,20,28,33,34,7,500000000,7/8/91
382,12,23,24,30,37,38,18,550000000,4/8/91
381,13,14,26,27,36,39,29,500000000,31/07/1991
380,5,13,24,27,32,37,9,500000000,28/07/1991
379,3,10,12,15,20,21,36,1000000000,24/07/1991
378,1,2,11,12,20,39,7,800000000,21/07/1991
377,5,9,16,17,27,35,7,500000000,17/07/1991
376,6,9,13,14,19,30,7,500000000,14/07/1991
375,18,22,28,31,35,36,33,1000000000,10/7/91
374,2,3,15,18,19,22,6,800000000,7/7/91
373,3,10,12,13,14,16,23,500000000,3/7/91
372,6,12,18,19,27,28,36,500000000,30/06/1991
371,6,11,13,17,21,35,29,500000000,26/06/1991
370,7,17,26,27,31,32,4,500000000,23/06/1991
369,2,15,17,20,22,30,1,500000000,19/06/1991
368,3,11,13,20,28,33,24,500000000,16/06/1991
367,1,5,17,23,36,37,28,500000000,12/6/91
366,3,9,12,21,22,30,16,500000000,9/6/91
365,21,22,34,37,38,39,11,600000000,5/6/91
364,2,10,11,15,20,38,18,500000000,2/6/91
363,16,18,20,23,36,38,1,500000000,29/05/1991
362,7,11,14,23,30,33,37,500000000,26/05/1991
361,10,23,28,33,36,39,18,600000000,22/05/1991
360,1,2,15,25,31,33,4,500000000,19/05/1991
359,6,11,23,30,34,37,17,900000000,15/05/1991
358,11,13,14,15,30,36,16,700000000,12/5/91
357,1,4,5,16,25,30,21,500000000,8/5/91
356,7,11,16,24,28,33,32,500000000,5/5/91
355,3,6,8,14,21,31,15,500000000,1/5/91
354,4,6,7,10,14,29,27,500000000,28/04/1991
353,5,11,13,23,29,33,39,700000000,24/04/1991
352,1,17,20,21,32,39,31,500000000,21/04/1991
351,1,11,22,23,34,36,13,700000000,17/04/1991
350,7,14,15,24,25,29,37,500000000,14/04/1991
349,7,12,16,17,20,32,14,700000000,10/4/91
348,5,9,20,29,35,38,15,500000000,7/4/91
347,9,13,24,26,32,37,6,2000000000,3/4/91
346,15,18,25,27,29,36,14,1600000000,31/03/1991
345,3,8,13,24,28,33,17,1200000000,24/03/1991
344,4,5,9,13,19,22,32,800000000,17/03/1991
343,1,2,13,22,27,39,24,500000000,10/3/91
342,1,7,15,22,27,38,17,800000000,3/3/91
341,4,7,15,33,35,37,26,500000000,24/02/1991
340,1,7,18,27,34,37,14,500000000,17/02/1991
339,3,21,27,30,35,37,15,1200000000,10/2/91
338,5,12,15,16,31,32,1,1200000000,3/2/91
337,7,17,29,32,33,37,34,800000000,27/01/1991
336,4,8,25,34,35,39,19,500000000,20/01/1991
335,1,5,6,29,36,39,13,700000000,13/01/1991
334,6,17,22,27,28,33,29,500000000,6/1/91
333,8,16,20,27,31,33,10,800000000,30/12/1990
332,4,5,6,18,34,36,32,500000000,23/12/1990
331,1,6,10,11,36,38,28,500000000,16/12/1990
330,3,5,6,9,12,39,30,1200000000,9/12/90
329,4,6,25,30,31,38,33,800000000,2/12/90
328,6,12,16,20,32,34,28,500000000,25/11/1990
327,1,21,23,36,37,38,12,2400000000,18/11/1990
326,15,17,28,29,30,39,8,1800000000,11/11/90
325,6,11,16,19,36,39,8,1300000000,4/11/90
324,8,9,11,21,32,37,38,1000000000,28/10/1990
323,5,18,20,28,34,39,11,700000000,21/10/1990
322,4,11,19,21,29,31,25,500000000,14/10/1990
321,11,13,19,25,28,38,7,700000000,7/10/90
320,1,3,12,15,20,26,25,500000000,30/09/1990
319,5,11,22,24,33,38,2,700000000,23/09/1990
318,12,16,24,29,34,36,1,500000000,16/09/1990
317,4,8,12,26,28,37,5,500000000,9/9/90
316,5,14,15,20,29,37,35,700000000,2/9/90
315,2,10,11,28,29,37,33,700000000,26/08/1990
314,3,6,17,22,27,32,16,700000000,19/08/1990
313,1,7,9,14,23,31,2,500000000,12/8/90
312,9,12,15,26,34,37,17,500000000,5/8/90
311,5,14,27,34,36,38,4,500000000,29/07/1990
310,9,16,21,28,30,39,25,500000000,22/07/1990
309,1,21,24,35,38,39,26,500000000,15/07/1990
308,9,19,24,25,26,34,28,500000000,8/7/90
307,9,11,14,19,30,35,38,500000000,1/7/90
306,4,15,16,20,29,37,13,500000000,24/06/1990
305,7,8,10,14,26,31,12,500000000,17/06/1990
304,2,20,22,23,27,37,39,500000000,10/6/90
303,2,19,20,26,34,38,37,800000000,3/6/90
302,16,17,24,27,37,38,1,500000000,27/05/1990
301,3,10,12,15,17,24,9,500000000,20/05/1990
300,7,10,11,24,27,30,22,500000000,13/05/1990
299,2,3,16,22,27,29,14,500000000,6/5/90
298,2,3,5,8,33,36,15,750000000,29/04/1990
297,8,22,23,25,35,37,29,750000000,22/04/1990
296,1,11,18,24,35,37,19,750000000,15/04/1990
295,2,7,11,19,27,39,28,500000000,8/4/90
294,7,9,10,17,22,23,33,500000000,1/4/90
293,11,13,14,24,31,33,20,600000000,25/03/1990
292,9,18,21,26,29,32,16,500000000,18/03/1990
291,4,12,23,28,36,37,21,500000000,11/3/90
290,3,7,19,20,22,27,10,500000000,4/3/90
289,7,18,21,28,36,39,6,500000000,25/02/1990
288,2,5,13,22,28,38,20,600000000,18/02/1990
287,2,3,17,20,26,37,12,500000000,11/2/90
286,12,14,23,27,30,36,18,500000000,4/2/90
285,11,13,17,22,35,38,5,600000000,28/01/1990
284,15,16,26,30,33,34,10,500000000,21/01/1990
283,7,9,13,14,21,35,25,500000000,14/01/1990
282,1,5,15,16,33,36,18,2300000000,7/1/90
281,2,7,12,14,23,35,22,2000000000,31/12/1989
280,15,16,17,23,27,31,37,1600000000,24/12/1989
279,1,2,4,29,34,35,30,1000000000,17/12/1989
278,14,19,23,25,32,35,39,1000000000,10/12/89
277,2,10,14,16,17,32,1,800000000,3/12/89
276,1,5,7,21,35,38,23,600000000,26/11/1989
275,5,6,15,17,24,31,3,500000000,19/11/1989
274,15,17,23,24,26,37,18,500000000,12/11/89
273,7,9,13,22,27,35,14,750000000,5/11/89
272,5,14,16,22,31,33,39,500000000,29/10/1989
271,1,18,21,22,32,33,16,500000000,22/10/1989
270,10,14,18,21,27,36,6,500000000,15/10/1989
269,2,7,8,14,26,31,11,500000000,8/10/89
268,9,10,11,13,20,24,8,500000000,1/10/89
267,2,12,20,24,28,33,29,500000000,24/09/1989
266,2,17,18,19,28,29,12,500000000,17/09/1989
265,2,10,22,28,29,37,12,500000000,10/9/89
264,4,18,19,23,25,27,20,1050000000,3/9/89
263,5,6,10,22,30,32,14,850000000,27/08/1989
262,8,11,17,27,30,38,4,700000000,20/08/1989
261,2,11,12,16,18,32,35,500000000,13/08/1989
260,8,13,16,21,22,32,15,500000000,6/8/89
259,7,21,30,32,33,36,23,500000000,30/07/1989
258,11,15,17,21,28,29,12,800000000,23/07/1989
257,2,3,4,17,31,33,1,600000000,16/07/1989
256,14,15,18,23,34,38,10,500000000,9/7/89
255,14,21,28,30,32,36,13,500000000,2/7/89
254,3,4,13,15,16,35,28,500000000,25/06/1989
253,3,9,11,16,30,39,23,500000000,18/06/1989
252,5,8,11,29,34,35,3,500000000,11/6/89
251,10,11,19,29,32,33,4,500000000,4/6/89
250,4,13,15,20,32,35,30,500000000,28/05/1989
249,4,6,16,33,36,39,13,500000000,21/05/1989
248,1,21,31,33,34,39,27,1750000000,14/05/1989
247,8,13,15,18,23,39,27,1500000000,7/5/89
246,4,11,13,15,16,35,37,1350000000,30/04/1989
245,1,11,14,19,28,34,8,1100000000,23/04/1989
244,6,8,15,16,31,36,17,950000000,16/04/1989
243,2,6,14,15,21,30,34,770000000,9/4/89
242,12,25,31,36,37,39,1,650000000,2/4/89
241,11,18,25,31,34,38,6,550000000,26/03/1989
240,6,10,12,13,15,26,3,500000000,19/03/1989
239,7,12,13,21,23,27,32,500000000,12/3/89
238,8,11,21,29,31,33,22,500000000,5/3/89
237,8,19,20,22,23,32,39,400000000,26/02/1989
236,3,9,15,33,38,39,11,680000000,19/02/1989
235,15,17,26,34,36,37,13,580000000,12/2/89
234,3,5,22,27,29,38,19,500000000,5/2/89
233,12,16,17,20,21,39,3,400000000,29/01/1989
232,5,11,12,27,37,38,30,400000000,22/01/1989
231,11,21,28,29,35,37,14,400000000,15/01/1989
230,3,13,18,24,28,33,39,400000000,8/1/89
229,2,3,11,23,25,37,16,400000000,1/1/89
228,2,8,20,23,32,35,9,400000000,25/12/1988
227,12,15,21,23,35,39,36,400000000,18/12/1988
226,2,4,10,16,17,26,15,400000000,11/12/88
225,2,12,14,24,29,33,32,400000000,4/12/88
224,2,19,21,27,30,37,18,400000000,27/11/1988
223,4,25,33,34,35,37,13,400000000,20/11/1988
222,1,7,10,13,32,36,37,400000000,13/11/1988
221,1,5,29,32,36,38,14,400000000,6/11/88
220,2,19,22,26,28,29,11,400000000,30/10/1988
219,1,5,10,14,26,35,38,400000000,23/10/1988
218,3,6,14,20,21,27,33,400000000,16/10/1988
217,9,13,15,17,29,30,26,400000000,9/10/88
216,2,13,24,32,35,36,27,400000000,2/10/88
215,3,6,19,23,28,29,24,520000000,25/09/1988
214,14,23,24,26,36,38,1,520000000,18/09/1988
213,10,12,18,19,32,35,31,450000000,11/9/88
212,4,10,21,29,30,37,7,400000000,4/9/88
211,11,18,20,28,36,37,29,400000000,28/08/1988
210,9,14,23,29,31,33,24,400000000,21/08/1988
209,10,12,16,30,33,37,15,400000000,14/08/1988
208,2,9,19,24,30,33,22,400000000,7/8/88
207,6,11,12,19,32,33,8,400000000,31/07/1988
206,8,13,14,17,20,23,19,400000000,24/07/1988
205,4,11,18,20,26,32,13,400000000,17/07/1988
204,5,9,13,23,24,33,4,400000000,10/7/88
203,2,15,17,22,24,30,31,400000000,3/7/88
202,12,18,19,20,25,31,8,400000000,26/06/1988
201,6,17,24,30,32,39,34,400000000,19/06/1988
200,3,5,6,17,28,33,13,400000000,12/6/88
199,8,18,28,30,36,39,32,400000000,5/6/88
198,12,14,16,18,25,35,5,400000000,29/05/1988
197,6,8,13,24,27,37,36,400000000,22/05/1988
196,1,8,9,20,22,34,24,400000000,15/05/1988
195,4,14,18,21,35,36,12,400000000,8/5/88
194,5,14,15,19,20,21,22,400000000,1/5/88
193,1,18,22,23,34,36,31,400000000,24/04/1988
192,8,14,18,24,27,39,31,400000000,17/04/1988
191,18,21,23,26,27,31,7,400000000,10/4/88
190,3,7,11,18,23,34,30,400000000,3/4/88
189,6,8,12,25,27,32,26,400000000,27/03/1988
188,6,24,31,37,38,39,22,400000000,20/03/1988
187,5,9,10,21,26,35,30,400000000,13/03/1988
186,4,6,14,20,25,39,33,400000000,6/3/88
185,2,15,17,28,36,37,39,400000000,28/02/1988
184,6,12,14,24,33,35,20,400000000,21/02/1988
183,6,16,22,27,37,38,24,400000000,14/02/1988
182,6,11,12,16,21,34,15,200000000,7/2/88
181,7,15,22,29,30,37,3,200000000,31/01/1988
180,12,17,21,23,24,38,10,200000000,24/01/1988
179,10,13,14,20,22,35,27,200000000,17/01/1988
178,3,4,7,8,16,33,2,200000000,10/1/88
177,3,13,20,34,35,38,33,200000000,3/1/88
176,3,6,12,15,17,24,31,200000000,27/12/1987
175,5,8,30,34,37,38,20,200000000,20/12/1987
174,6,22,23,30,31,34,10,200000000,13/12/1987
173,10,16,25,29,35,36,9,200000000,6/12/87
172,12,21,26,29,35,36,31,200000000,29/11/1987
171,8,9,18,19,20,31,10,420000000,22/11/1987
170,6,16,17,28,30,36,29,370000000,15/11/1987
169,12,20,26,32,37,38,10,340000000,8/11/87
168,7,15,22,32,33,36,20,0,1/11/87
167,1,8,12,27,34,37,35,0,25/10/1987
166,8,11,16,27,37,38,5,0,18/10/1987
165,11,12,15,19,32,33,29,0,11/10/87
164,3,11,12,16,24,28,20,0,4/10/87
163,11,16,19,23,25,37,22,0,27/09/1987
162,10,16,18,21,29,38,28,0,20/09/1987
161,16,23,25,27,30,35,14,0,13/09/1987
160,17,18,21,27,30,35,28,0,6/9/87
159,8,11,12,15,31,38,10,0,30/08/1987
158,1,6,18,28,30,34,26,0,23/08/1987
157,6,16,22,27,30,35,36,0,16/08/1987
156,4,12,15,17,20,28,39,0,9/8/87
155,1,23,30,34,37,38,9,0,2/8/87
154,5,9,15,21,32,36,13,0,26/07/1987
153,2,7,9,13,15,19,24,0,19/07/1987
152,7,11,15,18,19,20,8,0,12/7/87
151,10,18,22,27,29,38,5,0,5/7/87
150,3,5,12,19,36,37,39,0,28/06/1987
149,3,7,20,30,34,38,33,0,21/06/1987
148,1,3,15,17,18,25,35,0,14/06/1987
147,15,20,26,36,37,39,23,0,7/6/87
146,9,15,22,23,24,35,8,0,31/05/1987
145,5,9,19,23,29,37,16,0,24/05/1987
144,11,20,24,30,33,36,18,0,17/05/1987
143,8,16,17,29,30,32,12,0,10/5/87
142,2,4,5,6,11,33,9,0,3/5/87
141,1,5,16,18,20,22,12,0,26/04/1987
140,5,13,18,22,24,33,27,0,19/04/1987
139,11,20,25,26,29,33,38,0,12/4/87
138,2,3,11,12,15,23,32,0,5/4/87
137,5,7,8,22,29,33,14,0,29/03/1987
136,7,11,18,22,26,28,12,0,22/03/1987
135,3,13,16,20,21,28,19,0,15/03/1987
134,20,23,25,31,37,39,32,0,8/3/87
133,17,18,23,28,31,34,32,0,1/3/87
132,5,15,17,30,31,36,4,0,22/02/1987
131,2,13,14,21,23,26,9,0,15/02/1987
130,1,6,16,29,37,39,5,0,8/2/87
129,7,16,24,25,37,38,10,0,1/2/87
128,7,9,18,20,28,36,32,0,25/01/1987
127,3,15,25,28,31,38,37,0,18/01/1987
126,1,6,19,20,24,37,2,0,11/1/87
125,2,10,22,33,38,39,19,0,4/1/87
124,2,5,11,18,26,36,22,0,28/12/1986
123,1,13,15,21,35,36,8,0,21/12/1986
122,13,14,25,27,32,33,17,0,14/12/1986
121,2,13,17,28,32,37,9,0,7/12/86
120,4,7,24,25,27,38,30,0,30/11/1986
119,1,5,9,22,26,32,18,0,23/11/1986
118,2,13,18,19,31,37,36,0,16/11/1986
117,7,10,14,16,20,28,32,0,9/11/86
116,1,2,3,5,15,24,4,0,2/11/86
115,5,6,8,9,15,27,34,0,26/10/1986
114,3,8,12,25,27,39,32,0,19/10/1986
113,15,18,21,25,27,32,26,0,12/10/86
112,13,15,19,20,22,28,5,0,5/10/86
111,1,5,8,35,37,39,12,0,28/09/1986
110,3,19,21,28,31,39,38,0,21/09/1986
109,5,13,15,22,28,34,1,0,14/09/1986
108,7,12,33,34,37,39,6,0,7/9/86
107,4,10,12,20,30,34,23,0,31/08/1986
106,7,17,21,28,31,37,30,0,24/08/1986
105,1,11,17,28,34,37,39,0,17/08/1986
104,10,12,20,21,31,38,19,0,10/8/86
103,3,7,13,23,24,30,1,0,3/8/86
102,10,13,15,18,25,26,35,0,27/07/1986
101,9,12,13,21,28,39,2,0,20/07/1986
100,2,6,12,19,33,35,5,0,13/07/1986
99,1,4,7,10,34,37,6,0,6/7/86
98,4,7,25,28,33,35,26,0,29/06/1986
97,1,17,27,33,34,38,19,0,22/06/1986
96,2,8,10,27,34,36,1,0,15/06/1986
95,1,22,23,26,27,28,33,0,8/6/86
94,7,23,24,27,35,37,39,0,1/6/86
93,2,7,16,18,22,26,9,0,25/05/1986
92,6,19,25,27,28,33,8,0,18/05/1986
91,13,25,27,28,33,36,19,0,11/5/86
90,9,12,33,35,38,39,19,0,4/5/86
89,5,22,24,29,31,37,18,0,27/04/1986
88,5,13,16,17,20,34,29,0,20/04/1986
87,7,16,19,22,29,33,6,0,13/04/1986
86,2,11,13,22,24,38,20,0,6/4/86
85,4,18,19,20,22,36,35,0,30/03/1986
84,14,19,21,24,28,30,32,0,23/03/1986
83,2,14,19,23,28,35,9,0,16/03/1986
82,8,10,11,16,18,34,36,0,9/3/86
81,2,9,12,17,25,32,3,0,2/3/86
80,7,16,23,29,31,38,26,0,23/02/1986
79,5,6,8,9,11,29,18,0,16/02/1986
78,1,12,15,21,24,37,13,0,9/2/86
77,3,12,15,16,18,38,9,0,2/2/86
76,14,15,20,21,22,37,30,0,26/01/1986
75,11,15,32,34,38,39,22,0,19/01/1986
74,2,4,30,31,37,39,17,0,12/1/86
73,4,9,10,27,37,39,2,0,5/1/86
72,2,5,7,8,21,30,39,0,29/12/1985
71,5,12,16,24,31,34,7,0,22/12/1985
70,2,3,6,21,33,36,12,0,15/12/1985
69,4,16,17,20,26,33,23,0,8/12/85
68,12,21,23,35,37,39,33,0,1/12/85
67,9,11,12,29,30,36,28,0,24/11/1985
66,6,8,11,15,33,36,4,0,17/11/1985
65,2,4,19,22,33,35,8,0,10/11/85
64,7,13,18,19,21,29,34,0,3/11/85
63,7,8,9,14,21,36,38,0,27/10/1985
62,4,7,19,22,29,31,13,0,20/10/1985
61,3,19,20,24,25,38,30,0,13/10/1985
60,5,21,24,26,30,36,38,0,6/10/85
59,6,7,13,32,37,38,28,0,29/09/1985
58,4,10,22,28,30,37,1,0,22/09/1985
57,7,14,17,22,24,26,30,0,15/09/1985
56,3,6,11,21,34,37,9,0,8/9/85
55,1,19,27,28,34,39,20,0,1/9/85
54,15,20,21,27,30,36,33,0,25/08/1985
53,7,8,9,16,17,21,3,0,18/08/1985
52,6,10,11,22,27,28,37,0,11/8/85
51,3,21,24,29,31,34,26,0,4/8/85
50,6,21,22,28,30,35,32,0,28/07/1985
49,20,22,26,28,30,32,12,0,21/07/1985
48,1,16,19,32,36,38,22,0,14/07/1985
47,11,16,25,26,29,35,8,0,7/7/85
46,2,9,23,29,34,37,31,0,30/06/1985
45,2,11,15,18,30,34,23,0,23/06/1985
44,9,10,16,21,26,29,15,0,16/06/1985
43,26,27,29,30,36,39,19,0,9/6/85
42,10,22,29,31,38,39,36,0,2/6/85
41,3,9,20,21,23,28,31,0,26/05/1985
40,2,5,6,9,11,15,1,0,19/05/1985
39,2,10,31,34,35,39,20,0,12/5/85
38,5,12,21,27,29,33,16,0,5/5/85
37,2,12,14,27,28,36,34,0,28/04/1985
36,3,8,11,27,29,38,14,0,21/04/1985
35,1,7,12,19,20,28,10,0,14/04/1985
34,1,8,10,17,21,38,9,0,7/4/85
33,6,11,14,16,27,29,28,0,31/03/1985
32,6,17,22,27,37,39,26,0,24/03/1985
31,14,18,23,28,31,35,38,0,17/03/1985
30,12,14,20,22,25,26,33,0,10/3/85
29,1,5,8,18,33,35,19,0,3/3/85
28,6,8,11,13,24,30,5,0,24/02/1985
27,12,13,23,27,30,35,1,0,17/02/1985
26,9,21,25,26,29,32,5,0,10/2/85
25,3,7,19,20,26,29,21,0,3/2/85
24,3,10,16,22,28,29,27,0,27/01/1985
23,3,18,22,24,26,33,2,0,20/01/1985
22,2,5,8,14,35,38,24,0,13/01/1985
21,4,12,13,17,34,36,21,0,6/1/85
20,4,21,27,31,33,39,14,0,30/12/1984
19,3,18,22,26,31,36,14,0,23/12/1984
18,1,3,4,26,28,36,6,0,16/12/1984
17,10,19,20,25,30,32,7,0,9/12/84
16,2,11,13,22,30,36,24,0,2/12/84
15,6,9,15,23,32,37,7,0,25/11/1984
14,4,8,25,32,36,38,27,0,18/11/1984
13,6,9,23,24,28,36,26,0,11/11/84
12,3,14,24,32,36,39,28,0,4/11/84
11,3,5,14,15,26,34,28,0,28/10/1984
10,2,3,24,25,29,34,7,0,21/10/1984
9,4,6,10,15,32,36,33,0,14/10/1984
8,4,12,17,19,20,30,25,0,7/10/84
7,12,14,21,29,32,39,26,0,30/09/1984
6,12,23,29,31,32,36,1,0,23/09/1984
5,4,10,13,18,33,39,11,0,16/09/1984
4,8,12,15,18,20,34,37,0,9/9/84
3,16,18,19,21,29,32,27,0,2/9/84
2,5,6,24,30,34,38,32,0,26/08/1984
1,1,4,7,11,19,30,36,0,19/08/1984
